Comment,Domain,Sarcasm
Loved being shown a paywall for a feature listed as free.,apps,Yes
Blood pressure was measured correctly and consistently.,healthcare,No
Crash reports are clearly requested and easy to submit.,apps,No
The restaurant's noise level made conversation comfortable.,restaurants,No
Content filters are effective and straightforward to configure.,apps,No
Loved the 'professional chef knife' that bent cutting a tomato.,ecommerce,Yes
Wonderful — the hospital's parking payment machine was broken.,healthcare,Yes
Wonderful — the nurse's tone was more frightening than the diagnosis.,healthcare,Yes
Exceptional app that sends me ads disguised as alerts.,apps,Yes
Super — the climax built to absolutely nothing.,movies,Yes
Remarkable app — video playback buffers every 10 seconds.,apps,Yes
Every decision in the film felt considered and purposeful.,movies,No
Loved the 'unexpected' twist that was on every fan forum for a year.,movies,Yes
My health questionnaire was reviewed before I sat down.,healthcare,No
Love how they lost my reservation after full payment.,hotels,Yes
Super — the MRI report was sent to the wrong doctor.,healthcare,Yes
The hotel's charitable donation option at checkout was a nice addition.,hotels,No
Great — the doctor's follow-up email was sent to my old address.,healthcare,Yes
A sequel that justified its existence completely.,movies,No
Fantastic — the bill included a dish for a table of 20.,restaurants,Yes
The stand holds steady even on uneven surfaces.,ecommerce,No
So smooth: the swipe gesture triggers the wrong action.,apps,Yes
Blood test results were explained without unnecessary jargon.,healthcare,No
Stellar app that asked for a review before I even used it.,apps,Yes
The regional wine list was a standout feature.,restaurants,No
Loved how subtitles were provided for everything except the crucial line.,movies,Yes
Super — the birthday cake arrived three hours after we'd left.,restaurants,Yes
The quality exceeded what I expected at this price point.,ecommerce,No
Brilliant — the shower had two temperatures: cold and colder.,hotels,Yes
Wonderful — the 'fast shipping' badge meant six-week delivery.,ecommerce,Yes
The free tier is generous enough for casual users.,apps,No
The bath products were of noticeably higher quality than usual.,hotels,No
Loved the ambulance that took 90 minutes in a non-life-threatening wait.,healthcare,Yes
Great — the 'private' room had paper-thin walls.,healthcare,Yes
Fantastic — the clinic's 'child-friendly' environment terrified every child.,healthcare,Yes
Checkout time flexibility showed genuine guest-first thinking.,hotels,No
The fish was perfectly cooked — not a degree over.,restaurants,No
Fantastic — the rust-proof coating rusted.,ecommerce,Yes
Fantastic cinematography — couldn't see anything in the dark scenes.,movies,Yes
Loved the private beach that was shared with 600 guests.,hotels,Yes
The documentary changed my understanding of a subject I thought I knew.,movies,No
Loved the hotel whose 'award-winning' restaurant was closed for renovation.,hotels,Yes
Super — the parking lot for the health center was in a different suburb.,healthcare,Yes
Animation style was bold and perfectly suited to the story.,movies,No
Connectivity was instant and stable across all devices.,ecommerce,No
Loved the director's cut that only added scenes that should be cut.,movies,Yes
The private dining room was set up beautifully for our event.,restaurants,No
The pre-op consultation was detailed and reassuring.,healthcare,No
The water was refilled before I noticed it was low.,restaurants,No
Super — the wellness centre charged me for a session I was never booked for.,healthcare,Yes
Maintenance responded within 10 minutes to my mild request.,hotels,No
I returned a faulty item and received a replacement promptly.,ecommerce,No
Super — the supposedly dishwasher-safe mug cracked in cold water.,ecommerce,Yes
The size guide was accurate; the fit was perfect.,ecommerce,No
The mental health referral was handled with sensitivity.,healthcare,No
Undo and redo work as expected without data loss.,apps,No
Great — the 'personalised' gift had someone else's name on it.,ecommerce,Yes
The dark mode is easy on the eyes at night.,apps,No
The chronic disease nurse checks in monthly — very reassuring.,healthcare,No
The clinic's infection control was visibly thorough.,healthcare,No
The non-slip base stays in place on every surface.,ecommerce,No
Brilliant — the keyboard covers the text field permanently.,apps,Yes
Push notifications are well-timed and relevant.,apps,No
Loved the tasting menu that required eating things I was told not to eat.,restaurants,Yes
Animation style was bold and perfectly suited to the story.,movies,No
Wonderful — the risotto had the creaminess of wet cardboard.,restaurants,Yes
The ENT specialist resolved a two-year issue in one appointment.,healthcare,No
Fantastic cinematography — couldn't see anything in the dark scenes.,movies,Yes
Fantastic — the cocktail menu was sold out of every ingredient.,restaurants,Yes
The Wi-Fi was fast and consistent throughout the building.,hotels,No
Phenomenal that the free trial billed me immediately.,apps,Yes
Wonderful — every rating I save gets reset.,apps,Yes
The regional wine list was a standout feature.,restaurants,No
I've been using this for six months with zero crashes.,apps,No
Brilliant — every female character existed only to motivate a male one.,movies,Yes
Love how the speed dial feature dials the wrong contact.,apps,Yes
Great — the solar charger only works indoors apparently.,ecommerce,Yes
Fantastic — the air purifier made the air dustier.,ecommerce,Yes
Brilliant — the security camera recorded only when nothing happened.,ecommerce,Yes
I've been using this for six months with zero crashes.,apps,No
Loved that switching languages reset every preference.,apps,Yes
The location shooting added immeasurably to the story's texture.,movies,No
Room was spotless and matched every photo on the website.,hotels,No
The private beach was well-maintained and not overcrowded.,hotels,No
The horror relied on sustained dread rather than shock.,movies,No
The lunch service was as polished as the dinner service.,restaurants,No
The film respected its antagonist enough to give them real depth.,movies,No
Fantastic — the 'lifetime warranty' expired in 30 days.,ecommerce,Yes
Great — the 'limited stock' item has been limited for 18 months.,ecommerce,Yes
Loved the 'turndown service' that woke me up for good.,hotels,Yes
The regional wine list was a standout feature.,restaurants,No
Checkout time flexibility showed genuine guest-first thinking.,hotels,No
Brilliant — the adjustable lamp can only point at the ceiling.,ecommerce,Yes
Wonderful — the minibar was restocked with entirely wrong items.,hotels,Yes
Wonderful — the desk lamp turned off every 10 minutes.,ecommerce,Yes
Referral was processed and confirmed the same day.,healthcare,No
Wonderful — the app support chat bot never understands anything.,apps,Yes
Fantastic — the tasting notes said 'hints of oak;' I tasted cardboard.,restaurants,Yes
Impressive how the search function never finds anything.,apps,Yes
Wonderful breakfast — two slices of stale bread for $25.,hotels,Yes
The children's menu was creative and nutritionally balanced.,hotels,No
Fantastic — the 'state-of-the-art' equipment was from 1990.,healthcare,Yes
The hotel's restaurant sourced all produce locally.,hotels,No
The complimentary Wi-Fi matched wired connection speeds.,hotels,No
The calendar integration was straightforward to set up.,apps,No
Brilliant — the multi-tool kit was missing every promised tool.,ecommerce,Yes
Notifications are grouped intelligently so my screen isn't cluttered.,apps,No
Outstanding app that somehow got worse with every update.,apps,Yes
The cinematography was breathtaking from the first frame.,movies,No
Wonderful — the blood test results were labelled with someone else's name.,healthcare,Yes
Fantastic — the app's rating is 4.8 thanks to 1-click prompts.,apps,Yes
Wonderful animation — the mouths never matched the words.,movies,Yes
Every dish was consistent with its menu description.,restaurants,No
The film made me care about characters within the first ten minutes.,movies,No
Brilliant — the temperature-regulating blanket only has one temperature.,ecommerce,Yes
The evening turndown included a local sweet — charming detail.,hotels,No
Great — the 'terrifying' monster looked like a costume.,movies,Yes
Great — the air purifier just recycled the smell.,hotels,Yes
Brilliant — the heartwarming finale required forgetting the first two acts.,movies,Yes
Brilliant — the farm-to-table restaurant's farm was a factory.,restaurants,Yes
Water resistance was tested and performed as rated.,ecommerce,No
Location services are used only when the app is open.,apps,No
The birthday table decoration was set up perfectly on arrival.,restaurants,No
Brilliant — the shower had two temperatures: cold and colder.,hotels,Yes
The lunch service was as polished as the dinner service.,restaurants,No
Fantastic — every setting needs a restart to apply.,apps,Yes
Fantastic — the 'fresh flowers' in the room were plastic.,hotels,Yes
Great hotel — the 'ocean view' room faced a car park.,hotels,Yes
